学段,学科,版本,册次,单元,文章
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,盐类的水解（二）
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,盐类的水解（三）
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,盐类的水解习题课
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,盐类的水解应用（一）
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,盐类的水解应用（二）
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,酸碱中和滴定图像分析
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,水溶液中的平衡习题课
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,难溶电解质的溶解平衡（一）
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,难溶电解质的溶解平衡（二）
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,难溶电解质的溶解平衡（三）
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,难溶电解质的溶解平衡习题课
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,水溶液中的离子平衡专题（一）
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,水溶液中的离子平衡专题（二）
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,水溶液中的离子平衡专题（三）
高中,九年级,化学,人教版,选修四,第三章 水溶液中的离子平衡,水溶液中的离子平衡习题课
高中,九年级,化学,人教版,选修四,第四章 电化学基础,原电池
高中,九年级,化学,人教版,选修四,第四章 电化学基础,化学电源（一）
高中,九年级,化学,人教版,选修四,第四章 电化学基础,化学电源（二）
高中,九年级,化学,人教版,选修四,第四章 电化学基础,原电池习题课
高中,九年级,化学,人教版,选修四,第四章 电化学基础,电解池（一）
高中,九年级,化学,人教版,选修四,第四章 电化学基础,电解池（二）
高中,九年级,化学,人教版,选修四,第四章 电化学基础,电解池（三）
高中,九年级,化学,人教版,选修四,第四章 电化学基础,电解池习题课
高中,九年级,化学,人教版,选修四,第四章 电化学基础,金属的腐蚀与防护
高中,九年级,化学,人教版,选修四,第四章 电化学基础,化学工业流程专题（一）
高中,九年级,化学,人教版,选修四,第四章 电化学基础,化学工业流程专题（二）
高中,九年级,化学,人教版,选修四,综合专题,电化学专题（一）
高中,九年级,化学,人教版,选修四,综合专题,电化学专题（二）
高中,九年级,化学,人教版,选修四,综合专题,化学反应速率与平衡专题（一）
高中,九年级,化学,人教版,选修四,综合专题,化学反应速率与平衡专题（二）
高中,九年级,化学,人教版,选修四,综合专题,水溶液中的离子平衡专题（四）
高中,九年级,化学,人教版,选修四,综合专题,水溶液中的离子平衡专题（五）
高中,九年级,化学,人教版,选修四,综合专题,化学反应进行的方向
高中,九年级,化学,人教版,选修四,综合专题,各类平衡常数的应用
高中,九年级,化学,人教版,选修四,综合专题,探究性化学实验专题（一）
高中,九年级,化学,人教版,选修四,综合专题,探究性化学实验专题（二）
高中,九年级,化学,人教版,选修四,综合专题,探究性化学实验专题（三）
高中,九年级,化学,人教版,选修四,综合专题,探究性化学实验专题（四）
高中,九年级,化学,人教版,高三下,高考复习,物质的性质和转化规律
高中,九年级,化学,人教版,高三下,高考复习,化学思维路径构建策略
高中,九年级,化学,人教版,高三下,高考复习,化学大题中的“有机推断”
高中,九年级,化学,人教版,高三下,高考复习,高考化学复习（一）
高中,九年级,化学,人教版,高三下,高考复习,高考化学复习（三）
高中,九年级,化学,人教版,高三下,高考复习,高考化学复习（二）
高中,九年级,化学,人教版,高三下,高考复习,高考化学复习（四）
高中,九年级,化学,人教版,高三下,高考复习,核心素养视域下的化学问题解决
高中,九年级,化学,人教版,高三下,高考复习,高考化学复习（五）—— 有机合成常见信息分析
高中,九年级,化学,人教版,高三下,高考复习,证据推理与模型认知—电化学复习策略与方法
高中,九年级,化学,人教版,高三下,高考复习,同分异构体的判断与书写
高中,九年级,化学,人教版,高三下,高考复习,“运用原理分析问题”解题策略
高中,九年级,化学,人教版,高三下,高考复习,高三化学应考策略
高中,九年级,化学,苏教版,高考复习,元素及其化合物,氯及其化合物
高中,九年级,化学,苏教版,高考复习,元素及其化合物,硫及其化合物
高中,九年级,化学,苏教版,高考复习,元素及其化合物,氮及其化合物
高中,九年级,化学,苏教版,高考复习,元素及其化合物,硅及其化合物
高中,九年级,化学,苏教版,高考复习,元素及其化合物,海水资源的开发与利用
高中,九年级,化学,苏教版,高考复习,元素及其化合物,钠、镁及其化合物
高中,九年级,化学,苏教版,高考复习,元素及其化合物,铝及其化合物
高中,九年级,化学,苏教版,高考复习,元素及其化合物,铁及其化合物
高中,九年级,化学,苏教版,高考复习,元素及其化合物,金属矿物的开发与利用
高中,九年级,化学,苏教版,高考复习,元素及其化合物,无机物的相互转化
高中,九年级,化学,苏教版,高考复习,基本概念,物质的量
高中,九年级,化学,苏教版,高考复习,基本概念,离子反应（一）
高中,九年级,化学,苏教版,高考复习,基本概念,离子反应（二）
高中,九年级,化学,苏教版,高考复习,基本概念,氧化还原反应（一）
高中,九年级,化学,苏教版,高考复习,基本概念,氧化还原反应（二）
高中,九年级,化学,苏教版,高考复习,有机化合物,认识有机化合物
高中,九年级,化学,苏教版,高考复习,有机化合物,常见的烃
高中,九年级,化学,苏教版,高考复习,有机化合物,卤代烃
高中,九年级,化学,苏教版,高考复习,有机化合物,烃的含氧衍生物
高中,九年级,化学,苏教版,高考复习,有机化合物,生命中的基础有机化合物
高中,九年级,化学,苏教版,高考复习,有机化合物,同分异构体
高中,九年级,化学,苏教版,高考复习,有机化合物,有机化合物的相互转化
高中,九年级,化学,苏教版,高考复习,化学反应原理,化学反应中的热效应
高中,九年级,化学,苏教版,高考复习,化学反应原理,原电池及其应用
高中,九年级,化学,苏教版,高考复习,化学反应原理,电解池及其应用
高中,九年级,化学,苏教版,高考复习,化学反应原理,化学反应速率
高中,九年级,化学,苏教版,高考复习,化学反应原理,化学反应的方向与限度
高中,九年级,化学,苏教版,高考复习,化学反应原理,化学平衡的移动
高中,九年级,化学,苏教版,高考复习,化学反应原理,等效平衡
高中,九年级,化学,苏教版,高考复习,化学反应原理,弱电解质的电离平衡
高中,九年级,化学,苏教版,高考复习,化学反应原理,溶液的酸碱性
高中,九年级,化学,苏教版,高考复习,化学反应原理,盐类的水解
高中,九年级,化学,苏教版,高考复习,化学反应原理,沉淀溶解平衡
高中,九年级,化学,苏教版,高考复习,物质结构与性质,原子结构
高中,九年级,化学,苏教版,高考复习,物质结构与性质,分子结构
高中,九年级,化学,苏教版,高考复习,物质结构与性质,晶体结构
高中,九年级,化学,苏教版,高考复习,物质结构与性质,元素性质
高中,九年级,化学,苏教版,高考复习,物质结构与性质,微粒间的作用力
高中,九年级,化学,苏教版,高考复习,化学实验综合,物质的分离与提纯
高中,九年级,化学,苏教版,高考复习,化学实验综合,物质的检验与推断
高中,九年级,化学,苏教版,高考复习,化学实验综合,实验方案的设计与评价
高中,九年级,化学,苏教版,高考复习,化学实验综合,定量实验与数据分析
高中,九年级,化学,苏教版,高考复习,微专题复习,元素综合推断
高中,九年级,化学,沪科技版,高一上,第一单元 打开原子世界的大门,第一课 从葡萄干面包原子模型到原子结构的行星模型
高中,九年级,化学,沪科技版,高一上,第一单元 打开原子世界的大门,第二课 原子结构和相对原子质量①
高中,九年级,化学,沪科技版,高一上,第一单元 打开原子世界的大门,第三课 原子结构和相对原子质量②
高中,九年级,化学,沪科技版,高一上,第一单元 打开原子世界的大门,第四课 揭开原子核外电子运动的面纱①
高中,九年级,化学,沪科技版,高一上,第一单元 打开原子世界的大门,第五课 揭开原子核外电子运动的面纱②
高中,九年级,化学,沪科技版,高一上,第一单元 打开原子世界的大门,第六课 单元复习
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第一课 海水晒盐与粗盐提纯
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第二课 以食盐为原料的化工产品
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第三课 氯气的性质①
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第四课 氯气的性质②
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第五课 次氯酸盐与漂粉精
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第六课 探究气体体积的规律
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第七课 海水提溴
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第八课 海水提碘
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第九课 怎样检验卤素离子
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第十课 进一步认识氧化还原反应①
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第十一课 进一步认识氧化还原反应②
高中,九年级,化学,沪科技版,高一上,第二单元 开发海水中的卤素资源,第十二课 单元复习
高中,九年级,化学,沪科技版,高一上,第三单元 探索原子构建物质的奥秘,第一课 离子键
高中,九年级,化学,沪科技版,高一上,第三单元 探索原子构建物质的奥秘,第二课 离子化合物
高中,九年级,化学,沪科技版,高一上,第三单元 探索原子构建物质的奥秘,第三课 共价键与共价分子
高中,九年级,化学,沪科技版,高一上,第三单元 探索原子构建物质的奥秘,第四课 原子如何构成物质
高中,九年级,化学,沪科技版,高一上,第三单元 探索原子构建物质的奥秘,第五课 单元复习
高中,九年级,化学,沪科技版,高一上,第四单元 剖析物质变化中的能量变化,第一课 溶解过程中的能量变化
高中,九年级,化学,沪科技版,高一上,第四单元 剖析物质变化中的能量变化,第二课 溶解和结晶
高中,九年级,化学,沪科技版,高一上,第四单元 剖析物质变化中的能量变化,第三课 化学反应中的热效应
高中,九年级,化学,沪科技版,高一上,第四单元 剖析物质变化中的能量变化,第四课 热化学方程式
高中,九年级,化学,沪科技版,高一上,第四单元 剖析物质变化中的能量变化,第五课 燃料的充分利用
高中,九年级,化学,沪科技版,高一上,第四单元 剖析物质变化中的能量变化,第六课 铜-锌原电池及其原理
高中,九年级,化学,沪科技版,高一上,第四单元 剖析物质变化中的能量变化,第七课 单元复习
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第一课 硫、硫化氢
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第二课 二氧化硫与酸雨①
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第三课 二氧化硫与酸雨②
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第四课 物质的量浓度
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第五课 配制一定物质的量浓度的溶液
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第六课 水的电离与pH
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第七课 浓硫酸
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第八课 硫酸盐
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第九课 固氮、氨气
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第十课 铵盐
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第十一课 自然界中硫氮元素的循环
高中,九年级,化学,沪科技版,高一下,第五单元 评说硫、氮的“功”与“过”,第十二课 单元复习
高中,九年级,化学,沪科技版,高一下,第六单元 揭示化学反应速率和平衡之谜,第一课 化学反应速率
高中,九年级,化学,沪科技版,高一下,第六单元 揭示化学反应速率和平衡之谜,第二课 影响化学反应速率的因素①
高中,九年级,化学,沪科技版,高一下,第六单元 揭示化学反应速率和平衡之谜,第三课 影响化学反应速率的因素②
高中,九年级,化学,沪科技版,高一下,第六单元 揭示化学反应速率和平衡之谜,第四课 可逆反应与平衡状态
高中,九年级,化学,沪科技版,高一下,第六单元 揭示化学反应速率和平衡之谜,第五课 影响化学平衡移动的因素①
高中,九年级,化学,沪科技版,高一下,第六单元 揭示化学反应速率和平衡之谜,第六课 影响化学平衡移动的因素②
高中,九年级,化学,沪科技版,高一下,第六单元 揭示化学反应速率和平衡之谜,第七课 勒夏特列原理与应用
高中,九年级,化学,沪科技版,高一下,第六单元 揭示化学反应速率和平衡之谜,第八课 工业制硫酸
高中,九年级,化学,沪科技版,高一下,第六单元 揭示化学反应速率和平衡之谜,第九课 合成氨的适宜条件
高中,九年级,化学,沪科技版,高一下,第六单元 揭示化学反应速率和平衡之谜,第十课 单元复习
高中,九年级,化学,沪科技版,高一下,第七单元 探究电解质溶液的性质,第一课 电解质的电离①
高中,九年级,化学,沪科技版,高一下,第七单元 探究电解质溶液的性质,第二课 电解质的电离②
高中,九年级,化学,沪科技版,高一下,第七单元 探究电解质溶液的性质,第三课 研究电解质在溶液中的化学反应①
高中,九年级,化学,沪科技版,高一下,第七单元 探究电解质溶液的性质,第四课 研究电解质在溶液中的化学反应②
高中,九年级,化学,沪科技版,高一下,第七单元 探究电解质溶液的性质,第五课 盐溶液的酸碱性①
高中,九年级,化学,沪科技版,高一下,第七单元 探究电解质溶液的性质,第六课 盐溶液的酸碱性②
高中,九年级,化学,沪科技版,高一下,第七单元 探究电解质溶液的性质,第七课 电解质溶液在通电情况下的变化
高中,九年级,化学,沪科技版,高一下,第七单元 探究电解质溶液的性质,第八课 单元复习
高中,九年级,化学,沪科技版,高二上,第八单元 走进精彩纷呈的金属世界,第一课 金属键和金属晶体
高中,九年级,化学,沪科技版,高二上,第八单元 走进精彩纷呈的金属世界,第二课 铁和铁合金①
高中,九年级,化学,沪科技版,高二上,第八单元 走进精彩纷呈的金属世界,第三课 铁和铁合金②
高中,九年级,化学,沪科技版,高二上,第八单元 走进精彩纷呈的金属世界,第四课 铁的氧化物和氢氧化物
高中,九年级,化学,沪科技版,高二上,第八单元 走进精彩纷呈的金属世界,第五课 铝和铝合金①
高中,九年级,化学,沪科技版,高二上,第八单元 走进精彩纷呈的金属世界,第六课 铝和铝合金②
高中,九年级,化学,沪科技版,高二上,第八单元 走进精彩纷呈的金属世界,第七课 氢氧化铝
高中,九年级,化学,沪科技版,高二上,第八单元 走进精彩纷呈的金属世界,第八课 氧化铝
高中,九年级,化学,沪科技版,高二上,第八单元 走进精彩纷呈的金属世界,第九课 铝盐
高中,九年级,化学,沪科技版,高二上,第八单元 走进精彩纷呈的金属世界,第十课 单元复习
高中,九年级,化学,沪科技版,高二上,第九单元 初识元素周期律,第一课 认识元素周期律①
高中,九年级,化学,沪科技版,高二上,第九单元 初识元素周期律,第二课 认识元素周期律②
高中,九年级,化学,沪科技版,高二上,第九单元 初识元素周期律,第三课 认识元素周期表
高中,九年级,化学,沪科技版,高二上,第九单元 初识元素周期律,第四课 元素性质的递变规律①
高中,九年级,化学,沪科技版,高二上,第九单元 初识元素周期律,第五课 元素性质的递变规律②
高中,九年级,化学,沪科技版,高二上,第九单元 初识元素周期律,第六课 元素周期表的应用
高中,九年级,化学,沪科技版,高二上,第九单元 初识元素周期律,第七课 单元复习
高中,九年级,化学,沪科技版,高二上,第十单元 学习几种定量测定方法,第一课 从定性分析走向定量分析
高中,九年级,化学,沪科技版,高二上,第十单元 学习几种定量测定方法,第二课 测定1mol气体的体积①
高中,九年级,化学,沪科技版,高二上,第十单元 学习几种定量测定方法,第三课 测定1mol气体的体积②
高中,九年级,化学,沪科技版,高二上,第十单元 学习几种定量测定方法,第四课 结晶水合物结晶水含量的测定①
高中,九年级,化学,沪科技版,高二上,第十单元 学习几种定量测定方法,第五课 结晶水合物结晶水含量的测定②
高中,九年级,化学,沪科技版,高二上,第十单元 学习几种定量测定方法,第六课 酸碱滴定①
高中,九年级,化学,沪科技版,高二上,第十单元 学习几种定量测定方法,第七课 酸碱滴定②
高中,九年级,化学,沪科技版,高二上,第十单元 学习几种定量测定方法,第八课 单元复习
高中,九年级,化学,沪科技版,高二下,第十一单元 认识碳氢化合物的多样性,第一课 碳氢化合物的宝库─石油①
高中,九年级,化学,沪科技版,高二下,第十一单元 认识碳氢化合物的多样性,第二课 碳氢化合物的宝库─石油②
高中,九年级,化学,沪科技版,高二下,第十一单元 认识碳氢化合物的多样性,第三课 石油化工的龙头──乙烯①
高中,九年级,化学,沪科技版,高二下,第十一单元 认识碳氢化合物的多样性,第四课 石油化工的龙头──乙烯②
高中,九年级,化学,沪科技版,高二下,第十一单元 认识碳氢化合物的多样性,第五课 煤化工和乙炔①
高中,九年级,化学,沪科技版,高二下,第十一单元 认识碳氢化合物的多样性,第六课 煤化工和乙炔②
高中,九年级,化学,沪科技版,高二下,第十一单元 认识碳氢化合物的多样性,第七课 一种特殊的碳氢化合物──苯①
高中,九年级,化学,沪科技版,高二下,第十一单元 认识碳氢化合物的多样性,第八课 一种特殊的碳氢化合物──苯②
高中,九年级,化学,沪科技版,高二下,第十一单元 认识碳氢化合物的多样性,第九课 单元复习
高中,九年级,化学,沪科技版,高二下,第十二单元 初识生活中的一些含氧有机化合物,第一课 杜康酿酒话乙醇①
高中,九年级,化学,沪科技版,高二下,第十二单元 初识生活中的一些含氧有机化合物,第二课 杜康酿酒话乙醇②
高中,九年级,化学,沪科技版,高二下,第十二单元 初识生活中的一些含氧有机化合物,第三课 醋和酒香①
高中,九年级,化学,沪科技版,高二下,第十二单元 初识生活中的一些含氧有机化合物,第四课 醋和酒香②
高中,九年级,化学,沪科技版,高二下,第十二单元 初识生活中的一些含氧有机化合物,第五课 家庭装潢说甲醛①
高中,九年级,化学,沪科技版,高二下,第十二单元 初识生活中的一些含氧有机化合物,第六课 家庭装潢说甲醛②
高中,九年级,化学,沪科技版,高二下,第十二单元 初识生活中的一些含氧有机化合物,第七课 单元复习
高中,九年级,化学,沪科技版,高二下,第十三单元 检验一些无机化合物,第一课 离子的检验①
高中,九年级,化学,沪科技版,高二下,第十三单元 检验一些无机化合物,第二课 离子的检验②
高中,九年级,化学,沪科技版,高二下,第十三单元 检验一些无机化合物,第三课 混合物的检验①
高中,九年级,化学,沪科技版,高二下,第十三单元 检验一些无机化合物,第四课 混合物的检验②
高中,九年级,化学,沪科技版,高二下,第十三单元 检验一些无机化合物,第五课 混合物的检验③
高中,九年级,化学,沪科技版,高二下,第十三单元 检验一些无机化合物,第六课 单元复习
高中,九年级,化学,沪科技版,高二下,第十四单元 物质的组成、结构及其变化复习单元,第一课 原子结构、元素周期律与化学键
高中,九年级,化学,沪科技版,高二下,第十四单元 物质的组成、结构及其变化复习单元,第二课 物质的量与化学变化中的能量变化
高中,九年级,化学,沪科技版,高二下,第十四单元 物质的组成、结构及其变化复习单元,第三课 化学反应速率、化学平衡与电解质溶液①
高中,九年级,化学,沪科技版,高二下,第十四单元 物质的组成、结构及其变化复习单元,第四课 电解质溶液②与氧化还原反应
高中,九年级,化学,沪科技版,高二下,第十五单元 常见的无机物复习单元,第一课 氯的单质及化合物
高中,九年级,化学,沪科技版,高二下,第十五单元 常见的无机物复习单元,第二课 硫的单质及化合物
高中,九年级,化学,沪科技版,高二下,第十五单元 常见的无机物复习单元,第三课 铁、铝的单质及化合物
高中,九年级,化学,沪科技版,高二下,第十六单元 化学实验复习单元,第一课 常见气体制备方法
高中,九年级,化学,沪科技版,高三拓展型课程,第一单元 原子结构与元素周期律,第一课 原子的构成与同位素
高中,九年级,化学,沪科技版,高三拓展型课程,第一单元 原子结构与元素周期律,第二课 原子核外电子运动状态
高中,九年级,化学,沪科技版,高三拓展型课程,第一单元 原子结构与元素周期律,第三课 核外电子排布式及轨道表示式
高中,九年级,化学,沪科技版,高三拓展型课程,第一单元 原子结构与元素周期律,第四课 核外电子排布与元素周期律
高中,九年级,化学,沪科技版,高三拓展型课程,第一单元 原子结构与元素周期律,第五课 元素性质递变的周期性
高中,九年级,化学,沪科技版,高三拓展型课程,第一单元 原子结构与元素周期律,第六课 化合物性质递变的周期性
高中,九年级,化学,沪科技版,高三拓展型课程,第一单元 原子结构与元素周期律,第七课 单元复习
高中,九年级,化学,沪科技版,高三拓展型课程,第二单元 化学键和晶体结构,第一课 化学键①
高中,九年级,化学,沪科技版,高三拓展型课程,第二单元 化学键和晶体结构,第二课 化学键②
高中,九年级,化学,沪科技版,高三拓展型课程,第二单元 化学键和晶体结构,第三课 分子极性与分子间作用力
高中,九年级,化学,沪科技版,高三拓展型课程,第二单元 化学键和晶体结构,第四课 晶体
高中,九年级,化学,沪科技版,高三拓展型课程,第二单元 化学键和晶体结构,第五课 单元复习
高中,九年级,化学,沪科技版,高三拓展型课程,第三单元 化学中的平衡,第一课 溶解过程中的动态平衡
高中,九年级,化学,沪科技版,高三拓展型课程,第三单元 化学中的平衡,第二课 结晶和重结晶
高中,九年级,化学,沪科技版,高三拓展型课程,第三单元 化学中的平衡,第三课 化学反应速率与化学平衡
高中,九年级,化学,沪科技版,高三拓展型课程,第三单元 化学中的平衡,第四课 化学平衡常数
高中,九年级,化学,沪科技版,高三拓展型课程,第三单元 化学中的平衡,第五课 电离平衡
高中,九年级,化学,沪科技版,高三拓展型课程,第三单元 化学中的平衡,第六课 水的电离和溶液的pH
高中,九年级,化学,沪科技版,高三拓展型课程,第三单元 化学中的平衡,第七课 盐溶液的酸碱性
高中,九年级,化学,沪科技版,高三拓展型课程,第三单元 化学中的平衡,第八课 单元复习
高中,九年级,化学,沪科技版,高三拓展型课程,第四单元 离子互换反应和氧化还原反应,第一课 离子互换反应
高中,九年级,化学,沪科技版,高三拓展型课程,第四单元 离子互换反应和氧化还原反应,第二课 离子方程式
高中,九年级,化学,沪科技版,高三拓展型课程,第四单元 离子互换反应和氧化还原反应,第三课 氧化剂与还原剂
高中,九年级,化学,沪科技版,高三拓展型课程,第四单元 离子互换反应和氧化还原反应,第四课 氧化还原化学方程式的配平
高中,九年级,化学,沪科技版,高三拓展型课程,第四单元 离子互换反应和氧化还原反应,第五课 钢铁的电化学腐蚀和电化学保护
高中,九年级,化学,沪科技版,高三拓展型课程,第四单元 离子互换反应和氧化还原反应,第六课 单元复习
高中,九年级,化学,沪科技版,高三拓展型课程,第五单元 非金属元素,第一课 非金属单质的结构与性质
高中,九年级,化学,沪科技版,高三拓展型课程,第五单元 非金属元素,第二课 氯及其化合物①
高中,九年级,化学,沪科技版,高三拓展型课程,第五单元 非金属元素,第三课 氯及其化合物②
高中,九年级,化学,沪科技版,高三拓展型课程,第五单元 非金属元素,第四课 硫及其化合物①
高中,九年级,化学,沪科技版,高三拓展型课程,第五单元 非金属元素,第五课 硫及其化合物②
高中,九年级,化学,沪科技版,高三拓展型课程,第五单元 非金属元素,第六课 碳酸钠和碳酸氢钠
高中,九年级,化学,沪科技版,高三拓展型课程,第五单元 非金属元素,第七课 联合制碱工业
高中,九年级,化学,沪科技版,高三拓展型课程,第五单元 非金属元素,第八课 化工生产的一些基本原理
高中,九年级,化学,沪科技版,高三拓展型课程,第五单元 非金属元素,第九课 单元复习
高中,九年级,化学,沪科技版,高三拓展型课程,第六单元 金属元素,第一课 金属元素原子结构与化学性质
高中,九年级,化学,沪科技版,高三拓展型课程,第六单元 金属元素,第二课 钠及其化合物
高中,九年级,化学,沪科技版,高三拓展型课程,第六单元 金属元素,第三课 铝及其化合物
高中,九年级,化学,沪科技版,高三拓展型课程,第六单元 金属元素,第四课 铁及其化合物
高中,九年级,化学,沪科技版,高三拓展型课程,第六单元 金属元素,第五课 单元复习
高中,九年级,化学,沪科技版,高三拓展型课程,第七单元 烃,第一课 烃的分类和同系物
高中,九年级,化学,沪科技版,高三拓展型课程,第七单元 烃,第二课 烃的同分异构体
高中,九年级,化学,沪科技版,高三拓展型课程,第七单元 烃,第三课 烃的命名
高中,九年级,化学,沪科技版,高三拓展型课程,第七单元 烃,第四课 一些重要的烃类和石油化工①
高中,九年级,化学,沪科技版,高三拓展型课程,第七单元 烃,第五课 一些重要的烃类和石油化工②
高中,九年级,化学,沪科技版,高三拓展型课程,第七单元 烃,第六课 单元复习
高中,九年级,化学,沪科技版,高三拓展型课程,第八单元 烃的衍生物,第一课 卤代烃①
高中,九年级,化学,沪科技版,高三拓展型课程,第八单元 烃的衍生物,第二课 卤代烃②
高中,九年级,化学,沪科技版,高三拓展型课程,第八单元 烃的衍生物,第三课 醇
高中,九年级,化学,沪科技版,高三拓展型课程,第八单元 烃的衍生物,第四课 醛
高中,九年级,化学,沪科技版,高三拓展型课程,第八单元 烃的衍生物,第五课 羧酸和酯①
高中,九年级,化学,沪科技版,高三拓展型课程,第八单元 烃的衍生物,第六课 羧酸和酯②
高中,九年级,化学,沪科技版,高三拓展型课程,第八单元 烃的衍生物,第七课 单元复习
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第一课 常见气体的制备和净化①
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第二课 常见气体的制备和净化②
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第三课 物质分离提纯的基本操作
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第四课 物质分离与提纯的实验设计①
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第五课 物质分离与提纯的实验设计②
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第六课 物质的检验
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第七课 定量实验的设计①
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第八课 定量实验的设计②
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第九课 化学实验方法的探究
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第十课 制备乙酸正丁酯装置的探究
高中,九年级,化学,沪科技版,高三拓展型课程,第九单元 化学实验探究,第十一课 单元复习
高中,九年级,化学,沪科技版,高考复习,第一单元 物质的组成与结构复习单元,第一课 原子核外电子运动状态和排布
高中,九年级,化学,沪科技版,高考复习,第一单元 物质的组成与结构复习单元,第二课 简单离子结构和离子半径比较
高中,九年级,化学,沪科技版,高考复习,第一单元 物质的组成与结构复习单元,第三课 原子结构和元素周期表
高中,九年级,化学,沪科技版,高考复习,第一单元 物质的组成与结构复习单元,第四课 元素周期律与元素周期表
高中,九年级,化学,沪科技版,高考复习,第一单元 物质的组成与结构复习单元,第五课 化学键、分子极性与晶体的性质
高中,九年级,化学,沪科技版,高考复习,第一单元 物质的组成与结构复习单元,第六课 阿佛加德罗常数、气体摩尔体积和浓度
高中,九年级,化学,沪科技版,高考复习,第二单元 物质的变化复习单元,第一课 氧化还原反应
高中,九年级,化学,沪科技版,高考复习,第二单元 物质的变化复习单元,第二课 离子反应
高中,九年级,化学,沪科技版,高考复习,第二单元 物质的变化复习单元,第三课 物质变化中的能量变化
高中,九年级,化学,沪科技版,高考复习,第二单元 物质的变化复习单元,第四课 反应速率和化学平衡常数
高中,九年级,化学,沪科技版,高考复习,第二单元 物质的变化复习单元,第五课 化学平衡移动及其移动原理应用
高中,九年级,化学,沪科技版,高考复习,第二单元 物质的变化复习单元,第六课 强、弱电解质和pH
高中,九年级,化学,沪科技版,高考复习,第二单元 物质的变化复习单元,第七课 溶液中的平衡
高中,九年级,化学,沪科技版,高考复习,第二单元 物质的变化复习单元,第八课 平衡问题的解决策略
高中,九年级,化学,沪科技版,高考复习,第三单元 常见的无机物复习单元,第一课 氯的单质及化合物
高中,九年级,化学,沪科技版,高考复习,第三单元 常见的无机物复习单元,第二课 话说“漂白”
高中,九年级,化学,沪科技版,高考复习,第三单元 常见的无机物复习单元,第三课 硫的单质及化合物
高中,九年级,化学,沪科技版,高考复习,第三单元 常见的无机物复习单元,第四课 铁的单质及化合物
